Response_ID,What year were you born,Gender,Tenure,Industry,Organisation size,Household Type,Metro or Regional,Pay cut willingness to work remotely,Productivity while working remotely
267,2000,Female,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,Yes,50% More productive
268,1988,Female,Between 6 and 12 months,Service Industry,Between 1 and 4,One parent family with dependent children,Metro,No,50% More productive
269,1996,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No,No Change
270,1990,Male,Between 1 and 5 years,Retail and Food,More than 200,Single person,Regional,Yes,30% More productive
271,1992,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Multiple family household,Metro,Yes,30% Less productive
272,1981,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,20% More productive
273,1998,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,30% Less productive
274,1985,Male,More than 5 years,Service Industry,Between 20 and 199,One parent family with dependent children,Metro,No,No Change
275,1988,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,Yes,20% More productive
276,1960,Female,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,Yes,50% More productive
277,1969,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,40% More productive
278,1986,Female,More than 5 years,Retail and Food,Between 20 and 199,Other one family household,Regional,No,30% More productive
279,1965,Female,Between 1 and 5 years,Public and utility services,I am a sole trader/owner-operator,Single person,Metro,No,No Change
280,1970,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,No Change
281,1961,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,No,30% More productive
282,1980,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,Yes,No Change
283,1963,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,No,20% More productive
284,1961,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,No Change
285,1964,Male,Between 6 and 12 months,Retail and Food,Between 20 and 199,Group household,Metro,No,30% Less productive
286,1974,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,10% Less productive
287,1980,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,No,50% More productive
288,1972,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No,30% More productive
289,1969,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,30% More productive
290,1964,Male,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with no dependent children,Regional,No,No Change
291,1990,Female,More than 5 years,Manufacturing and trade,More than 200,Multiple family household,Metro,Yes,10% Less productive
292,1983,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,50% More productive
293,1998,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,50% Less productive
294,1980,Male,Between 6 and 12 months,Service Industry,More than 200,One parent family with dependent children,Metro,No,20% More productive
295,1959,Male,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,No,30% More productive
296,1962,Female,More than 5 years,Service Industry,I am a sole trader/owner-operator,Single person,Metro,No,20% More productive
297,1972,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,No,No Change
298,1984,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,20% More productive
299,1959,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,20% More productive
300,1992,Male,Between 1 and 5 years,Retail and Food,Between 1 and 4,One parent family with dependent children,Regional,Yes,40% Less productive
301,1977,Female,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,Yes,30% More productive
302,1981,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,30% More productive
303,1981,Female,Between 6 and 12 months,Public and utility services,More than 200,Couple with no dependent children,Metro,No,No Change
304,1970,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Regional,No,20% More productive
305,1971,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,10% Less productive
306,1959,Female,Between 6 and 12 months,Service Industry,More than 200,Single person,Metro,No,40% More productive
307,1985,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,Yes,20% More productive
308,1978,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,30% More productive
309,1961,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,No Change
310,1972,Male,More than 5 years,Service Industry,Between 20 and 199,Multiple family household,Metro,Yes,No Change
311,1980,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,20% Less productive
312,1984,Male,Between 1 and 5 years,Retail and Food,Between 1 and 4,Group household,Metro,No,20% Less productive
313,1998,Female,Between 6 and 12 months,Retail and Food,Between 1 and 4,Single person,Regional,Yes,30% More productive
314,1957,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,20% More productive
315,1983,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,10% More productive
316,1989,Female,Between 1 and 5 years,Retail and Food,More than 200,One parent family with dependent children,Metro,Yes,30% Less productive
317,1967,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,40% More productive
318,1985,Male,More than 5 years,Retail and Food,Between 5 and 19,Couple with dependent children,Metro,No,20% More productive
319,1985,Male,Between 6 and 12 months,Manufacturing and trade,More than 200,Single person,Metro,No,No Change
320,1964,Female,More than 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Metro,No,30% More productive
321,1985,Female,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,Yes,10% More productive
322,1988,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,20% More productive
323,1982,Male,More than 5 years,Service Industry,More than 200,Group household,Regional,Yes,20% More productive
324,1974,Female,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,One parent family with dependent children,Metro,Yes,30% More productive
325,1983,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,20% More productive
326,1983,Male,Between 1 and 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,Yes,40% More productive
327,1986,Female,Between 6 and 12 months,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,Yes,30% More productive
328,1985,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,Yes,10% More productive
329,1967,Male,Between 1 and 5 years,Public and utility services,Between 5 and 19,Single person,Regional,Yes,No Change
330,1997,Female,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,One parent family with dependent children,Metro,Yes,30% More productive
331,1989,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,Yes,10% More productive
332,1970,Male,More than 5 years,Service Industry,I am a sole trader/owner-operator,Single person,Metro,Yes,50% More productive
333,1991,Male,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Regional,No,40% Less productive
334,1979,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,Yes,40% More productive
335,1980,Female,Between 6 and 12 months,Retail and Food,Between 20 and 199,Couple with dependent children,Metro,No,30% More productive
336,1991,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,Yes,10% More productive
337,1991,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,10% Less productive
338,1988,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,Yes,30% More productive
339,1980,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,30% More productive
340,1989,Male,More than 5 years,Service Industry,Between 1 and 4,Group household,Metro,No,50% More productive
341,1989,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,10% More productive
342,1971,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,30% More productive
343,1994,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No,No Change
344,1973,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,10% More productive
345,1984,Female,Between 6 and 12 months,Public and utility services,Between 20 and 199,Couple with dependent children,Regional,Yes,50% More productive
346,1981,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,Yes,30% More productive
347,1986,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,30% More productive
348,1990,Female,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,No,10% More productive
349,1987,Female,More than 5 years,Service Industry,More than 200,One parent family with dependent children,Metro,No,30% More productive
350,1980,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,50% More productive
