Response_ID,What_year_were_you_born,Gender,Tenure,Industry,Organisation_size,Household_type,Metro_Regional,Productivity while working remotely
289,1973,Male,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,10% More productive
290,1955,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,10% Less productive
291,1968,Male,More than 5 years,Manufacturing and trade,Between 1 and 4,Couple with no dependent children,Metro,40% More productive
292,1961,Female,More than 5 years,Service Industry,More than 200,Other one family household,Metro,50% More productive
293,1985,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No change
294,1978,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,50% Less productive
295,1960,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,50% Less productive
296,1986,Male,More than 5 years,Retail and Food,More than 200,Couple with dependent children,Metro,10% More productive
297,1964,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Single person,Metro,No change
298,1959,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,30% More productive
299,1957,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,20% More productive
300,1997,Male,Between 1 and 5 years,Service Industry,More than 200,Group household,Metro,No change
301,1960,Male,More than 5 years,Service Industry,Between 5 and 19,Single person,Metro,30% More productive
302,1963,Male,Between 6 and 12 months,Service Industry,Between 20 and 199,One  parent family with dependent children,Metro,10% Less productive
303,1964,Male,More than 5 years,Public and utility services,Between 5 and 19,Couple with dependent children,Metro,50% More productive
304,1986,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Regional,40% More productive
305,1979,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,30% More productive
306,1971,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,20% Less productive
307,1960,Female,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,30% Less productive
308,1963,Male,More than 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,30% More productive
309,1977,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% Less productive
310,1986,Male,Between 1 and 5 years,Retail and Food,Between 20 and 199,Group household,Metro,20% More productive
311,1987,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,10% Less productive
312,1961,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No change
313,1985,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,50% More productive
314,1962,Male,Between 1 and 5 years,Public and utility services,Between 5 and 19,Couple with dependent children,Metro,No change
315,1990,Rather not say,Between 1 and 5 years,Service Industry,Between 5 and 19,Other one family household,Metro,30% More productive
316,1989,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
317,1984,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% More productive
318,1985,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,10% More productive
319,1990,Female,Between 1 and 5 years,Service Industry,More than 200,Multiple family household,Metro,30% More productive
320,1963,Female,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,50% More productive
321,1957,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
322,1963,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,30% More productive
323,1970,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,40% More productive
324,1958,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,30% More productive
325,1959,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,50% More productive
326,1971,Male,More than 5 years,Retail and Food,Between 20 and 199,Couple with dependent children,Metro,20% Less productive
327,1961,Female,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,No change
328,1962,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
329,1986,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,30% More productive
330,1959,Female,Between 6 and 12 months,Public and utility services,More than 200,Couple with no dependent children,Metro,20% More productive
331,1987,Male,More than 5 years,Service Industry,Between 20 and 199,Other one family household,Metro,50% Less productive
332,1972,Male,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,20% More productive
333,1968,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
334,1975,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,No change
335,1969,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,50% More productive
336,1959,Male,Between 6 and 12 months,Service Industry,Between 5 and 19,Couple with dependent children,Metro,40% More productive
337,1964,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,50% More productive
338,1965,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No change
339,1972,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% More productive
340,1990,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,10% More productive
341,1957,Male,More than 5 years,Service Industry,More than 200,Single person,Regional,30% Less productive
342,1965,Male,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,50% More productive
343,1978,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
344,1972,Female,Between 6 and 12 months,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,No change
345,1972,Male,More than 5 years,Service Industry,More than 200,Single person,Regional,50% More productive
346,1969,Male,Between 6 and 12 months,Service Industry,More than 200,Single person,Metro,20% More productive
347,1963,Female,Between 1 and 5 years,Service Industry,More than 200,One  parent family with dependent children,Metro,40% More productive
348,1975,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No change
349,1965,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,30% More productive
350,1967,Male,More than 5 years,Public and utility services,More than 200,Single person,Metro,40% More productive
351,1997,Female,Between 1 and 5 years,Public and utility services,More than 200,One  parent family with dependent children,Metro,No change
352,1990,Male,Between 6 and 12 months,Manufacturing and trade,I am the only employee,One  parent family with dependent children,Regional,50% More productive
353,1962,Male,More than 5 years,Retail and Food,Between 5 and 19,Single person,Regional,30% More productive
354,1978,Female,Between 1 and 5 years,Retail and Food,Between 5 and 19,Couple with dependent children,Metro,30% More productive
355,1984,Female,Between 1 and 5 years,Public and utility services,Between 5 and 19,Couple with no dependent children,Metro,20% Less productive
356,1961,Male,More than 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Metro,20% More productive
357,1958,Male,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,10% More productive
358,1969,Male,More than 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Metro,20% More productive
359,1971,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,50% More productive
360,1972,Female,More than 5 years,Service Industry,Between 20 and 199,Single person,Metro,30% More productive
361,1979,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Regional,30% More productive
362,1966,Female,More than 5 years,Service Industry,More than 200,Single person,Metro,No change
363,1959,Female,More than 5 years,Retail and Food,Between 5 and 19,Single person,Regional,30% More productive
364,1995,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
365,1983,Female,Between 1 and 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Metro,30% Less productive
366,1968,Male,More than 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,20% Less productive
